Object Number,Is Highlight,Is Timeline Work,Is Public Domain,Object ID,Gallery Number,Department,AccessionYear,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Constituent ID,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Artist Gender,Artist ULAN URL,Artist Wikidata URL,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Object Wikidata URL,Metadata Date,Repository,Tags,Tags AAT URL,Tags Wikidata URL,ObjectYear
74.51.2541,False,False,True,242092,171,Greek and Roman Art,1874.0,Statue of a woman in Assyrian dress,Limestone statue of a woman,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,early 6th century BCE,-599,-550,Limestone,"WebPub GR 2012 Cesnola: 30 × 4 × 7 1/2 in., 20.5 lb. (76.2 × 10.2 × 19.1 cm)","The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242092,https://www.wikidata.org/wiki/Q116297651,,"Metropolitan Museum of Art, New York, NY",Earrings|Necklaces|Women,http://vocab.getty.edu/page/aat/300045998|http://vocab.getty.edu/page/aat/300046001|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q168456|https://www.wikidata.org/wiki/Q189299|https://www.wikidata.org/wiki/Q467,
74.51.2542,False,False,True,242093,171,Greek and Roman Art,1874.0,Statue of a votary,Limestone statuette of a recumbent votary (worshipper),Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,6th century BCE,-599,-500,Limestone,Overall: 5 x 6 1/4 x 3 1/4 in. (12.7 x 15.9 x 8.3 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242093,https://www.wikidata.org/wiki/Q116297639,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,
74.51.2543,False,False,True,242094,,Greek and Roman Art,1874.0,Head of a votary in Assyrian cap,Limestone head of a beardless male wearing a conical helmet,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,first half of the 6th century BCE,-600,-550,Limestone,Overall: 7 1/2 x 4 3/4 x 5 3/4 in. (19.1 x 12.1 x 14.6 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242094,,,"Metropolitan Museum of Art, New York, NY",Helmets|Heads|Men,http://vocab.getty.edu/page/aat/300036794|http://vocab.getty.edu/page/aat/300375054|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q173603|https://www.wikidata.org/wiki/Q3409626|https://www.wikidata.org/wiki/Q8441,
74.51.2544,False,False,True,242095,,Greek and Roman Art,1874.0,Head of a votary,Limestone head of a beardless male with a diadem,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,first half the the 6th century BCE,-600,-550,Limestone,Overall: H.:6 1/2 x W.:4 15/16 x D.:5 in. (16.5 x 12.5 x 12.7 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242095,,,"Metropolitan Museum of Art, New York, NY",Diadems|Earrings|Heads|Men,http://vocab.getty.edu/page/aat/300046021|http://vocab.getty.edu/page/aat/300045998|http://vocab.getty.edu/page/aat/300375054|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q746591|https://www.wikidata.org/wiki/Q168456|https://www.wikidata.org/wiki/Q3409626|https://www.wikidata.org/wiki/Q8441,
74.51.2545,False,False,True,242096,,Greek and Roman Art,1874.0,"Statue of a votary, female, upper part",Upper part of a limestone female votary holding a vase,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,2nd or 3rd quarter of the 6th century BCE,-575,-525,Limestone,Overall: 6 x 4 1/2 x 2 1/16 in. (15.2 x 11.4 x 5.2 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242096,,,"Metropolitan Museum of Art, New York, NY",Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467,
74.51.2546,False,False,True,242097,,Greek and Roman Art,1874.0,"Statue of a votary, female, holding a flower",Limestone statuette of a female votary of the kore type,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,last quarter of the 6th century BCE,-575,-501,Limestone,Overall: H.:5 7/8 x W.:2 7/8 x D.:1 1/4 in. (14.9 x 7.3 x 3.2 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242097,,,"Metropolitan Museum of Art, New York, NY",Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467,
74.51.2547,False,False,True,242098,,Greek and Roman Art,1874.0,Statuette of a woman votary holding flower,Limestone woman,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,6th century BCE,-599,-500,Limestone,Overall: 7 1/2 x 2 1/2 x 2 in. (19.1 x 6.4 x 5.1 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242098,https://www.wikidata.org/wiki/Q116297630,,"Metropolitan Museum of Art, New York, NY",Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467,
74.51.2548,False,False,True,242099,,Greek and Roman Art,1874.0,Statuette of a votary,Limestone statuette of a beardless male votary with a conical helmet,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,2nd or 3rd quarter of the 6th century BCE,-575,-525,Limestone,Overall: 9 1/8 x 3 5/8 x 1 5/8 in. (23.2 x 9.2 x 4.1 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242099,,,"Metropolitan Museum of Art, New York, NY",Helmets|Men,http://vocab.getty.edu/page/aat/300036794|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q173603|https://www.wikidata.org/wiki/Q8441,
74.51.2549,False,False,True,242100,,Greek and Roman Art,1874.0,"Statue of a votary, male, with Cypriot loin-cloth",Limestone statuette of a male votary with Cypriot shorts and a diadem,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,first half of the 6th century BCE,-600,-550,Limestone,Overall: 27 x 9 1/8 x 4 3/4 in. (68.6 x 23.2 x 12.1 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242100,,,"Metropolitan Museum of Art, New York, NY",Diadems|Men,http://vocab.getty.edu/page/aat/300046021|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q746591|https://www.wikidata.org/wiki/Q8441,
74.51.2551,False,False,True,242102,,Greek and Roman Art,1874.0,Cippus with human headed bull and sphinx,Limestone finial of a votive stele (?) with a lion and a male sphinx,Cypriot,Cypro-Archaic II,,,,,,,nan,,,,nan,,,,,,ca. 575–525 BCE,-575,-525,Limestone,"WebPub GR 2012 Cesnola: 15 1/2 × 9 3/4 × 10 1/4 in., 31 lb. (39.4 × 24.8 × 26 cm, 14.1 kg)","The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242102,,,"Metropolitan Museum of Art, New York, NY",Sphinx|Lions,http://vocab.getty.edu/page/aat/300375739|http://vocab.getty.edu/page/aat/300310388,https://www.wikidata.org/wiki/Q151480|https://www.wikidata.org/wiki/Q140,
74.51.2552,False,False,True,242103,171,Greek and Roman Art,1874.0,"Statuette of a votary, male",Limestone statuette of a male votary (worshipper),Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,mid-6th century BCE,-575,-525,Limestone,"WebPub GR 2012 Cesnola: 10 1/2 × 5 1/2 × 3 1/2 in., 4 lb. (26.7 × 14 × 8.9 cm, 1.8 kg)","The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242103,https://www.wikidata.org/wiki/Q116297626,,"Metropolitan Museum of Art, New York, NY",Men|Goats,http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300250122,https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q2934,
74.51.2553,False,False,True,242104,,Greek and Roman Art,1874.0,"Statue of a votary, male, in mixed Oriental garments",Limestone statuette of a beardless male votary in Egyptianizing dress wearing a helmet,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,first half of the 6th century BCE,-600,-550,Limestone,H.: 26 3/4 x 9 3/4 x 4 3/4 in. (67.9 x 24.8 x 12.1 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242104,,,"Metropolitan Museum of Art, New York, NY",Helmets|Men,http://vocab.getty.edu/page/aat/300036794|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q173603|https://www.wikidata.org/wiki/Q8441,
74.51.2554,False,False,True,242105,,Greek and Roman Art,1874.0,Statue of a sphinx supporting a votive bowl,Limestone fragment of a sphinx supporting an incense burner,Cypriot,Classical,,,,,,,nan,,,,nan,,,,,,mid-5th century BCE,-460,-440,Limestone,Overall: 2 5/8 × 4 3/4 in. (6.7 × 12.1 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242105,,,"Metropolitan Museum of Art, New York, NY",Sphinx,http://vocab.getty.edu/page/aat/300375739,https://www.wikidata.org/wiki/Q151480,
74.51.2555,False,False,True,242106,,Greek and Roman Art,1874.0,Statuette of a kriophoros supporting a bowl,Limestone ram and head of “Zeus Ammon” supporting an incense burner,Cypriot,Classical or Hellenistic,,,,,,,nan,,,,nan,,,,,,4th century BCE,-400,-301,Limestone,Overall: H.:3 1/2 x W.:3 1/2 x D.:1 1/2 in. (8.9 x 8.9 x 3.8 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242106,,,"Metropolitan Museum of Art, New York, NY",Heads|Zeus|Rams,http://vocab.getty.edu/page/aat/300375054|http://vocab.getty.edu/page/ia/901000671|http://vocab.getty.edu/page/aat/300250287,https://www.wikidata.org/wiki/Q3409626|https://www.wikidata.org/wiki/Q34201|https://www.wikidata.org/wiki/Q2929800,
74.51.2556,False,False,True,242107,,Greek and Roman Art,1874.0,"Statue of a votary, male, with pointed cap",Limestone statuette of a beardless male votary with a conical helmet,Cypriot,Archiac,,,,,,,nan,,,,nan,,,,,,late 7th or first half of the 6th century BCE,-680,-550,Limestone,Overall: 19 x 4 7/8 x 2 1/2 in. (48.3 x 12.4 x 6.4 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242107,,,"Metropolitan Museum of Art, New York, NY",Helmets|Men,http://vocab.getty.edu/page/aat/300036794|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q173603|https://www.wikidata.org/wiki/Q8441,
74.51.2557,False,False,True,242108,171,Greek and Roman Art,1874.0,Head of a votary in Assyrian cap,Limestone head of a man wearing a helmet,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,middle or 3rd quarter of the 6th century BCE,-575,-525,Limestone,H.: 7 1/8 x 4 1/2 x 3 1/2 in. (18.1 x 11.4 x 8.9 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242108,https://www.wikidata.org/wiki/Q116297603,,"Metropolitan Museum of Art, New York, NY",Helmets|Heads|Men,http://vocab.getty.edu/page/aat/300036794|http://vocab.getty.edu/page/aat/300375054|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q173603|https://www.wikidata.org/wiki/Q3409626|https://www.wikidata.org/wiki/Q8441,
74.51.2558,False,False,True,242109,,Greek and Roman Art,1874.0,Statuette of a draped woman,Limestone figure of a woman,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,late 6th century BCE,-550,-500,Limestone,"Overall: 9 13/16 x 5 x 4 1/4 in. (25 cm)
Other (without base): 8in. (20.3cm)","The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242109,https://www.wikidata.org/wiki/Q116297602,,"Metropolitan Museum of Art, New York, NY",Diadems|Earrings|Necklaces|Women,http://vocab.getty.edu/page/aat/300046021|http://vocab.getty.edu/page/aat/300045998|http://vocab.getty.edu/page/aat/300046001|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q746591|https://www.wikidata.org/wiki/Q168456|https://www.wikidata.org/wiki/Q189299|https://www.wikidata.org/wiki/Q467,
74.51.2559,False,False,True,242110,,Greek and Roman Art,1874.0,Statuette of a woman nursing,Seated limestone kourotrophos,Cypriot,Classical,,,,,,,nan,,,,nan,,,,,,4th century BCE,-400,-301,Limestone,Overall: H.:5 1/2 x W.:3 1/2 x D.:1 3/4 in. (14 x 8.9 x 4.4 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242110,,,"Metropolitan Museum of Art, New York, NY",Infants|Women,http://vocab.getty.edu/page/aat/300189561|http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q998|https://www.wikidata.org/wiki/Q467,
74.51.2560,False,False,True,242111,171,Greek and Roman Art,1874.0,Statuette of Zeus Ammon,Limestone statuette of Zeus Ammon,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,2nd quarter of the 6th century BCE,-575,-550,Limestone,H.: 3 3/4 x 1 3/4 x 1 3/4 in. (9.5 x 4.4 x 4.4 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242111,https://www.wikidata.org/wiki/Q116401999,,"Metropolitan Museum of Art, New York, NY",Zeus,http://vocab.getty.edu/page/ia/901000671,https://www.wikidata.org/wiki/Q34201,
74.51.2561,False,False,True,242112,171,Greek and Roman Art,1874.0,Statuette of Zeus Ammon,Limestone statuette of Zeus Ammon,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,2nd quarter of the 6th century BCE,-575,-550,Limestone,Overall: 3 1/4 x 3 x 1 3/4 in. (8.3 x 7.6 x 4.4 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242112,https://www.wikidata.org/wiki/Q116297599,,"Metropolitan Museum of Art, New York, NY",Zeus,http://vocab.getty.edu/page/ia/901000671,https://www.wikidata.org/wiki/Q34201,
74.51.2563,False,False,True,242114,,Greek and Roman Art,1874.0,"Statuette of a deity or votary; ""The Lady of Cyprus""",Limestone statuette of a seated beardless male votary with a helmet,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,first half of the 6th century BCE,-600,-550,Limestone,Overall:H.: 4 1/4 x W.:2 1/2 x D.:1 5/8 in. (10.8 x 6.4 x 4.1 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242114,,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,
74.51.2564,False,False,True,242115,171,Greek and Roman Art,1874.0,Statuette of a seated female figure,Limestone statuette of a seated female figure,Cypriot,Cypro-Archaic II,,,,,,,nan,,,,nan,,,,,,ca.525–500 BCE,-525,-500,Limestone,Overall: 4 1/2 x 3 5/8 x 1 1/2 in. (11.4 x 9.2 x 3.8 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242115,https://www.wikidata.org/wiki/Q116297598,,"Metropolitan Museum of Art, New York, NY",Women,http://vocab.getty.edu/page/aat/300025943,https://www.wikidata.org/wiki/Q467,
74.51.2565,False,False,True,242116,,Greek and Roman Art,1874.0,"Statuette of a dwarf in Egyptian style, wrestling",Fragment of a limestone group of wrestlers,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,6th century BCE,-600,-501,Limestone,Overall: 7 x 3 7/8 x 3 1/4 in. (17.8 x 9.8 x 8.3 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242116,,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,
74.51.2566,False,False,True,242117,,Greek and Roman Art,1874.0,Statuette of a warrior in oriental garb,Limestone statuette of a warrior holding a shield,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,late 6th or early 5th century BCE,-520,-480,Limestone,Overall: 6 3/8 x 4 1/4 x 2 5/8 in. (16.2 x 10.8 x 6.7 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242117,,,"Metropolitan Museum of Art, New York, NY",Helmets|Men|Warriors,http://vocab.getty.edu/page/aat/300036794|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300261945,https://www.wikidata.org/wiki/Q173603|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q1250916,
74.51.2567,False,False,True,242118,,Greek and Roman Art,1874.0,"Statuette of a votary, male, in Egyptian dress",Limestone statuette of a beardless male votary in Egyptianizing dress,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,first half or middle of the 6th century BCE,-600,-540,Limestone,Overall: 6 3/4 x 3 1/4 x 2 in. (17.1 x 8.3 x 5.1 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242118,,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,
74.51.2568,False,False,True,242119,,Greek and Roman Art,1874.0,"Statuette of a votary, male",Limestone statuette of a male votary with Cypriot shorts and a diadem,Cypriot,Archiac,,,,,,,nan,,,,nan,,,,,,2nd quarter or middle of the 6th century BCE,-575,-540,Limestone,Overall: 5 x 5 x 3 in. (12.7 x 12.7 x 7.6 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242119,,,"Metropolitan Museum of Art, New York, NY",Diadems|Men,http://vocab.getty.edu/page/aat/300046021|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q746591|https://www.wikidata.org/wiki/Q8441,
74.51.2569,False,False,True,242120,,Greek and Roman Art,1874.0,"Statue of a warrior, fragmentary",Upper part of a limestone warrior from a chariot group,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,first half of the 6th century BCE,-600,-550,Limestone,Overall: 6 x 6 x 3 1/4 in. (15.2 x 15.2 x 8.3 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242120,,,"Metropolitan Museum of Art, New York, NY",Helmets|Men|Warriors,http://vocab.getty.edu/page/aat/300036794|http://vocab.getty.edu/page/aat/300025928|http://vocab.getty.edu/page/aat/300261945,https://www.wikidata.org/wiki/Q173603|https://www.wikidata.org/wiki/Q8441|https://www.wikidata.org/wiki/Q1250916,
74.51.2570,False,False,True,242121,,Greek and Roman Art,1874.0,"Statuette of a votary, male, with pointed cap",Limestone statuette of a beardless male votary with a conical helmet,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,late 7th or first half of the 6th century BCE,-620,-550,Limestone,Overall:H.: 6 x W.:2 x D.:1 in. (15.2 x 5.1 x 2.5 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242121,,,"Metropolitan Museum of Art, New York, NY",Helmets|Men,http://vocab.getty.edu/page/aat/300036794|http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q173603|https://www.wikidata.org/wiki/Q8441,
74.51.2571,False,False,True,242122,,Greek and Roman Art,1874.0,Statuette of a man in Egyptian dress,Limestone youth,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,early 6th century BCE,-599,-550,Limestone,Overall: 4 7/8 x 2 x 1 3/4 in. (12.4 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242122,https://www.wikidata.org/wiki/Q116297557,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,
74.51.2572,False,False,True,242123,,Greek and Roman Art,1874.0,Statuette of a votary,Limestone statuette of a male votary with a plain headdress,Cypriot,Archaic,,,,,,,nan,,,,nan,,,,,,middle of the 6th century BCE,-560,-540,Limestone,Overall:H.: 5 1/8 x W.:2 1/8 x D.:1 1/4 in. (13 x 5.4 x 3.2 cm),"The Cesnola Collection, Purchased by subscription, 1874–76",,nan,,,nan,nan,,,,,,Stone Sculpture,,http://www.metmuseum.org/art/collection/search/242123,,,"Metropolitan Museum of Art, New York, NY",Men,http://vocab.getty.edu/page/aat/300025928,https://www.wikidata.org/wiki/Q8441,
